Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
ENSG00000178719,12988,12877,12337,13533,12213,19306
ENSG00000178726,47,31,45,169,135,347
ENSG00000178732,8,9,7,5,3,8
ENSG00000178741,856,814,890,1532,1233,1721
ENSG00000178750,7,1,2,7,8,9
ENSG00000178752,62,57,89,197,219,466
ENSG00000178761,246,289,266,488,436,582
ENSG00000178764,1346,1437,1176,1487,1244,1768
ENSG00000178772,1,3,0,2,2,2
ENSG00000178773,14,21,23,20,17,105
ENSG00000178776,120,83,127,245,238,88
ENSG00000178789,23,23,12,30,37,138
ENSG00000178795,25,13,21,20,17,29
ENSG00000178796,10,5,8,5,3,5
ENSG00000178802,520,457,424,718,696,907
ENSG00000178804,0,0,0,0,0,1
ENSG00000178809,73,103,82,82,91,114
ENSG00000178814,2022,1453,1799,2787,2564,6431
ENSG00000178821,65,62,78,224,202,425
ENSG00000178826,22,18,25,35,28,30
ENSG00000178828,0,0,0,0,0,0
ENSG00000178852,115,121,111,103,105,112
ENSG00000178860,0,1,0,2,0,0
ENSG00000178878,134,146,145,326,298,356
ENSG00000178882,4,6,5,5,2,2
ENSG00000178896,847,851,822,1265,1192,2065
ENSG00000178904,2257,2579,2242,1096,1054,1708
ENSG00000178913,3246,3707,2930,3912,3562,4248
ENSG00000178917,475,546,468,441,441,507
ENSG00000178919,0,1,0,0,0,1
ENSG00000178921,1651,1610,1605,3552,3218,5328
ENSG00000178922,436,525,430,368,357,648
ENSG00000178927,5592,5769,5048,3541,3021,5019
ENSG00000178928,0,0,0,0,0,1
ENSG00000178934,1,0,0,0,0,0
ENSG00000178935,125,108,109,136,141,137
ENSG00000178947,38,50,67,90,61,63
ENSG00000178950,5074,5019,4642,3867,3595,6297
ENSG00000178951,1572,1436,1401,2831,2525,4664
ENSG00000178952,5721,6012,5285,7558,6808,10100
ENSG00000178965,5,4,4,0,1,0
ENSG00000178966,199,180,245,453,413,448
ENSG00000178971,2466,2615,2157,2476,2341,3512
ENSG00000178974,1576,1787,1485,1655,1553,1740
ENSG00000178980,3202,3113,2843,4181,3826,5459
ENSG00000178982,3843,4277,3923,5157,4839,5994
ENSG00000178988,608,664,717,1623,1508,2046
ENSG00000178996,3257,3004,3130,2121,1832,2288
ENSG00000178997,4,6,3,5,5,7
ENSG00000178999,299,212,460,2871,2737,3364
ENSG00000179002,0,0,0,0,0,0
ENSG00000179008,486,451,432,539,534,871
ENSG00000179010,6500,6844,6524,8276,7468,11353
ENSG00000179021,754,840,753,864,805,906
ENSG00000179023,18,20,22,2,2,0
ENSG00000179029,49,46,63,165,142,200
ENSG00000179041,425,385,399,1072,929,1929
ENSG00000179044,49,32,50,33,16,54
ENSG00000179046,1882,2133,1481,2212,2273,4363
ENSG00000179051,4764,4885,4620,7061,6735,7920
ENSG00000179055,0,0,0,0,1,0
ENSG00000179057,63,56,55,6,15,17
ENSG00000179058,1,7,0,2,0,3
ENSG00000179059,0,0,0,0,1,0
ENSG00000179071,1,8,0,1,1,3
ENSG00000179083,10,17,24,11,12,19
ENSG00000179085,696,669,593,1185,982,1114
ENSG00000179088,61,73,28,19,28,20
ENSG00000179091,12633,11752,11981,20797,17933,26593
ENSG00000179094,3333,3223,2657,1434,1260,2508
ENSG00000179097,0,0,0,0,0,1
ENSG00000179104,280,285,309,436,363,448
ENSG00000179111,138,122,109,117,124,235
ENSG00000179115,2349,2079,2125,3511,2998,5591
ENSG00000179119,720,843,724,1297,1232,1538
ENSG00000179133,9,6,9,19,14,30
ENSG00000179134,10151,9537,8700,8265,7416,13432
ENSG00000179142,0,0,0,1,0,0
ENSG00000179144,0,0,0,0,0,0
ENSG00000179148,423,462,379,534,504,1695
ENSG00000179151,813,847,801,1158,1059,1483
ENSG00000179152,1184,1386,1298,1080,1005,1037
ENSG00000179163,1184,1215,1127,622,589,708
ENSG00000179165,33,31,24,15,14,25
ENSG00000179168,361,270,317,144,122,292
ENSG00000179172,0,0,0,0,0,0
ENSG00000179178,1,5,1,2,0,0
ENSG00000179195,5307,6085,5732,7858,7418,8010
ENSG00000179213,0,0,0,0,0,0
ENSG00000179218,24874,23503,25662,19459,16934,16827
ENSG00000179222,4716,4777,5576,3772,3478,3712
ENSG00000179240,116,104,104,149,131,154
ENSG00000179241,977,1057,1005,1520,1368,1918
ENSG00000179242,1722,1564,1622,1949,1825,4135
ENSG00000179256,5,2,5,11,11,14
ENSG00000179262,2629,2545,2381,3184,3036,4970
ENSG00000179270,0,2,1,0,1,2
ENSG00000179271,899,932,835,1138,983,1425
ENSG00000179284,6,1,4,11,15,13
ENSG00000179292,425,369,371,169,138,155
ENSG00000179295,14305,15466,13331,12873,12063,15269
ENSG00000179299,345,383,428,630,549,566
ENSG00000179300,4,3,1,0,0,0
ENSG00000179304,3,1,1,0,4,3
ENSG00000179314,506,488,500,836,800,1201
ENSG00000179331,357,392,326,198,187,256
ENSG00000179335,2045,2082,1883,1708,1599,2302
ENSG00000179344,109,114,121,36,26,40
ENSG00000179348,78,57,67,89,71,125
ENSG00000179361,853,890,662,670,568,1284
ENSG00000179363,0,0,0,0,0,0
ENSG00000179364,1487,1390,1417,997,889,1448
ENSG00000179387,393,382,406,344,282,466
ENSG00000179388,2,5,3,30,27,37
ENSG00000179397,10,11,14,11,13,6
ENSG00000179399,555,596,522,177,172,167
ENSG00000179403,2,1,2,0,1,3
ENSG00000179407,3,2,1,0,0,0
ENSG00000179409,723,728,636,1673,1602,2220
ENSG00000179412,0,0,0,0,0,0
ENSG00000179431,1965,1671,1683,2959,2452,5237
ENSG00000179454,629,711,654,514,499,563
ENSG00000179455,434,469,432,618,630,707
ENSG00000179456,774,794,844,1213,1052,1271
ENSG00000179468,1,0,0,0,0,1
ENSG00000179476,375,417,306,285,299,462
ENSG00000179477,16,20,20,66,52,102
ENSG00000179520,0,0,0,0,0,0
ENSG00000179526,3121,2768,2999,2594,2294,4274
ENSG00000179528,481,496,488,365,355,750
ENSG00000179532,2183,2409,1937,1375,1331,1853
ENSG00000179542,94,112,102,159,162,197
ENSG00000179546,408,408,373,236,253,364
ENSG00000179562,881,990,839,981,911,1190
ENSG00000179564,16,7,8,17,22,29
ENSG00000179580,12,8,3,3,11,6
ENSG00000179583,37,27,24,25,30,62
ENSG00000179588,999,708,756,539,411,943
ENSG00000179593,0,0,0,0,1,2
ENSG00000179598,17,19,13,18,13,34
ENSG00000179600,2,1,0,1,1,1
ENSG00000179603,34,31,37,109,84,70
ENSG00000179604,3211,3128,3115,5189,4664,6912
ENSG00000179615,0,0,0,0,0,0
ENSG00000179626,0,0,0,0,0,0
ENSG00000179627,188,179,173,222,192,347
ENSG00000179630,372,438,303,273,273,258
ENSG00000179632,12385,11561,12036,14364,12667,20544
ENSG00000179636,0,0,0,0,0,0
ENSG00000179639,0,0,0,0,0,0
ENSG00000179673,7,5,10,57,45,102
ENSG00000179674,126,156,86,57,67,125
ENSG00000179695,2,0,0,1,1,5
ENSG00000179698,440,380,419,556,493,742
ENSG00000179709,0,0,0,0,0,0
ENSG00000179715,266,232,172,216,227,318
ENSG00000179750,343,336,338,1379,1342,1957
ENSG00000179751,0,0,0,0,0,0
ENSG00000179761,4,10,12,7,10,9
ENSG00000179772,11,8,8,1,1,2
ENSG00000179774,3,2,4,9,9,19
ENSG00000179776,7,5,4,0,0,10
ENSG00000179796,4,11,4,7,1,8
ENSG00000179813,0,0,0,0,0,0
ENSG00000179817,0,1,0,6,3,3
ENSG00000179820,527,532,642,1831,1653,1969
ENSG00000179826,3,2,1,8,5,5
ENSG00000179832,13543,13315,11853,10000,9415,20891
ENSG00000179833,3038,3292,2880,1916,1738,2379
ENSG00000179841,61,61,71,130,138,81
ENSG00000179846,14,17,8,1,6,17
ENSG00000179855,1,3,4,7,1,3
ENSG00000179859,112,101,92,183,156,243
ENSG00000179862,0,0,0,0,0,0
ENSG00000179869,366,417,273,385,318,472
ENSG00000179873,11,16,10,17,14,9
ENSG00000179886,1115,927,1050,1191,996,2377
ENSG00000179889,2591,2699,2571,3127,2910,3447
ENSG00000179902,2,1,4,3,1,3
ENSG00000179909,267,257,294,321,338,322
ENSG00000179912,161,185,184,294,291,403
ENSG00000179913,272,277,286,293,274,591
ENSG00000179914,0,1,1,0,0,1
ENSG00000179915,8,9,9,15,12,5
ENSG00000179918,1448,1594,1476,2231,2093,2912
ENSG00000179919,0,0,0,0,0,0
ENSG00000179921,11,23,16,14,16,45
ENSG00000179922,141,122,116,181,167,334
ENSG00000179930,8,12,10,15,10,14
ENSG00000179933,1300,1480,1283,1518,1531,1780
ENSG00000179934,1,0,0,0,0,0
ENSG00000179938,4,0,7,3,9,5
ENSG00000179941,357,433,367,419,446,398
ENSG00000179943,827,751,835,1067,996,1979
ENSG00000179950,10683,10016,10389,15020,13441,24011
ENSG00000179954,15,16,26,27,45,34
ENSG00000179958,468,520,517,883,807,1047
ENSG00000179965,306,336,324,373,340,605
ENSG00000179981,455,373,518,1119,985,1042
ENSG00000179988,289,270,248,319,243,309
ENSG00000180008,2140,2544,2201,2763,2531,2537
ENSG00000180011,817,872,961,2271,1998,2760
ENSG00000180016,0,0,0,0,0,0
ENSG00000180035,424,457,442,511,521,751
ENSG00000180042,2,3,4,6,12,9
ENSG00000180043,10,2,4,3,2,2
ENSG00000180044,29,27,56,231,184,242
ENSG00000180053,0,0,0,0,0,0
ENSG00000180061,2,1,0,2,2,4
ENSG00000180071,120,121,111,329,344,420
ENSG00000180083,0,0,3,0,0,0
ENSG00000180089,76,61,57,64,72,134
ENSG00000180090,56,53,44,50,39,67
ENSG00000180096,22,33,35,33,31,39
ENSG00000180098,303,298,341,431,426,583
ENSG00000180104,2147,2214,1924,1581,1506,2291
ENSG00000180113,128,148,207,58,79,66
ENSG00000180116,4,5,1,5,4,3
ENSG00000180138,0,0,0,0,0,0
ENSG00000180155,1,0,1,0,0,6
ENSG00000180176,0,0,3,1,0,0
ENSG00000180182,2430,2844,2341,2701,2631,3307
ENSG00000180185,952,1051,971,1015,1004,1629
ENSG00000180190,481,543,433,320,250,305
ENSG00000180198,793,793,1050,3109,2789,4125
ENSG00000180205,0,0,2,3,4,0
ENSG00000180209,6,11,4,3,8,10
ENSG00000180210,14,12,12,19,27,8
ENSG00000180219,1,0,0,1,0,1
ENSG00000180228,2279,2479,2197,2184,1965,2081
ENSG00000180233,563,611,552,476,409,533
ENSG00000180245,6,0,4,3,6,6
ENSG00000180251,38,41,43,33,24,29
ENSG00000180257,118,132,120,122,112,139
ENSG00000180263,301,319,291,533,507,584
ENSG00000180264,1,0,1,0,0,0
ENSG00000180269,0,1,1,1,0,0
ENSG00000180287,244,268,270,202,179,288
ENSG00000180304,2965,3166,3124,2957,2691,3216
ENSG00000180305,0,0,0,1,1,0
ENSG00000180316,27,22,21,13,11,16
ENSG00000180318,0,0,0,1,0,0
ENSG00000180329,1359,1493,1195,1288,1224,1758
ENSG00000180332,69,79,48,9,10,13
ENSG00000180336,18,41,28,24,33,26
ENSG00000180340,1540,1254,1579,681,549,755
ENSG00000180346,322,252,307,379,349,440
ENSG00000180347,33,26,34,1,0,2
ENSG00000180353,16,18,11,4,9,18
ENSG00000180354,914,893,1091,1113,925,937
ENSG00000180357,3908,3991,3887,4794,4460,5224
ENSG00000180370,5553,6345,5052,5461,5110,6456
ENSG00000180376,333,336,358,634,578,777
ENSG00000180383,8,3,5,0,1,4
ENSG00000180386,0,0,0,0,0,0
ENSG00000180398,3195,3200,3871,8133,7607,9453
ENSG00000180423,254,257,214,164,154,214
ENSG00000180424,0,0,0,0,0,0
ENSG00000180425,102,114,104,106,79,53
ENSG00000180432,2,1,1,1,0,0
ENSG00000180433,0,0,0,0,0,0
ENSG00000180440,11,18,9,17,19,23
ENSG00000180447,66,57,110,128,95,146
ENSG00000180448,531,514,467,334,325,471
ENSG00000180475,0,0,0,0,0,0
ENSG00000180479,115,133,114,166,141,144
ENSG00000180481,0,2,1,0,4,2
ENSG00000180483,0,0,0,0,0,0
ENSG00000180488,846,992,710,510,492,621
ENSG00000180509,2,2,0,1,2,1
ENSG00000180525,2,3,4,7,2,8
ENSG00000180530,949,1039,890,1442,1358,1474
ENSG00000180532,3,4,6,4,3,4
ENSG00000180535,13,5,12,56,26,69
ENSG00000180537,101,122,137,154,144,132
ENSG00000180543,1696,1726,1668,2839,2590,3679
ENSG00000180549,0,0,0,0,0,0
ENSG00000180573,436,564,454,548,522,154
ENSG00000180574,0,0,0,0,0,0
ENSG00000180592,33,34,31,74,82,79
ENSG00000180596,40,52,41,49,46,21
ENSG00000180611,873,897,655,626,517,609
ENSG00000180613,18,17,9,3,3,5
ENSG00000180616,260,289,241,201,229,177
ENSG00000180626,395,337,344,311,362,390
ENSG00000180628,1789,2110,1884,2853,2640,2746
ENSG00000180638,5,2,5,0,4,4
ENSG00000180644,6,4,2,2,1,10
ENSG00000180658,0,0,0,0,0,0
ENSG00000180660,6,11,21,25,21,25
ENSG00000180667,1519,1910,1110,1220,1225,1362
ENSG00000180694,1455,1443,1289,614,549,872
ENSG00000180697,0,1,0,1,1,0
ENSG00000180708,0,0,0,0,0,0
ENSG00000180720,28,25,31,65,50,117
ENSG00000180730,459,476,436,15,10,15
ENSG00000180739,100,125,137,85,78,85
ENSG00000180745,0,0,0,0,0,0
ENSG00000180758,208,276,221,446,398,457
ENSG00000180767,0,0,0,0,0,0
ENSG00000180772,0,0,0,0,0,0
ENSG00000180773,431,495,560,794,799,1093
ENSG00000180776,1948,2162,2043,1432,1337,1310
ENSG00000180777,145,183,68,276,313,1233
ENSG00000180785,0,0,0,0,0,1
ENSG00000180787,116,124,95,108,114,127
ENSG00000180801,387,380,529,2089,1798,2146
ENSG00000180806,150,152,138,259,244,230
ENSG00000180815,23,19,14,7,6,12
ENSG00000180817,3786,3825,4073,9139,8284,10036
ENSG00000180818,144,147,182,597,536,640
ENSG00000180822,277,262,305,861,805,1118
ENSG00000180828,0,0,0,0,0,0
ENSG00000180834,118,118,112,164,143,273
ENSG00000180855,30,57,47,89,85,65
ENSG00000180871,18,14,8,2,5,3
ENSG00000180872,0,0,0,0,0,0
ENSG00000180875,20,16,17,5,4,4
ENSG00000180878,4,11,6,5,6,11
ENSG00000180879,3172,3013,3336,3622,3290,5734
ENSG00000180881,199,241,211,127,124,98
ENSG00000180884,286,304,234,194,168,274
ENSG00000180891,9877,8871,8748,5878,5061,7148
ENSG00000180900,24620,22690,21270,19688,17108,35262
ENSG00000180901,3809,3957,3456,4103,3580,5290
ENSG00000180902,632,608,745,742,654,1022
ENSG00000180914,27,50,40,76,89,69
ENSG00000180917,2235,2587,2053,1912,1774,2307
ENSG00000180919,0,4,1,3,1,1
ENSG00000180921,7685,7042,6632,7232,6268,15596
ENSG00000180929,91,118,70,23,16,21
ENSG00000180934,0,0,0,0,1,1
ENSG00000180938,218,260,226,299,262,289
ENSG00000180953,5,18,15,11,7,13
ENSG00000180957,3372,3538,3451,6820,6324,8629
ENSG00000180964,1638,1696,1703,1681,1563,2119
ENSG00000180974,1,0,0,0,0,0
ENSG00000180979,386,433,366,606,555,720
ENSG00000180988,3,1,1,1,1,2
ENSG00000180992,10498,9685,10768,10474,9319,14542
ENSG00000180998,143,153,200,140,130,80
ENSG00000180999,3,1,6,2,2,4
ENSG00000181001,1,4,3,0,1,2
ENSG00000181004,176,165,153,78,100,94
ENSG00000181007,246,244,261,205,185,128
ENSG00000181009,1,0,0,1,0,1
ENSG00000181013,3,2,8,6,5,4
ENSG00000181016,147,141,119,44,38,48
ENSG00000181019,700,793,913,1635,1375,1836
ENSG00000181023,0,0,0,1,0,0
ENSG00000181026,8249,8654,6742,5290,5044,9229
ENSG00000181027,1404,1298,1329,1417,1329,1999
ENSG00000181029,81,84,79,85,88,72
ENSG00000181031,227,209,241,251,248,347
ENSG00000181035,269,212,253,197,170,175
ENSG00000181036,0,0,0,1,1,0
ENSG00000181038,517,544,508,593,569,861
ENSG00000181045,4100,3958,3471,1988,1776,2932
ENSG00000181061,880,1053,968,2185,2031,1802
ENSG00000181072,4,3,7,5,8,12
ENSG00000181074,5,3,3,0,2,0
ENSG00000181085,35,24,31,80,96,112
ENSG00000181090,3080,3093,2870,3106,2747,4614
ENSG00000181092,0,0,0,0,0,0
ENSG00000181104,0,0,1,2,0,7
ENSG00000181135,1912,2050,1598,1707,1520,2589
ENSG00000181143,6,6,6,0,0,0
ENSG00000181163,34842,36419,34414,55877,52660,74917
ENSG00000181191,2031,2163,1945,1483,1370,2203
ENSG00000181192,1950,1942,1813,756,689,900
ENSG00000181195,0,0,0,0,0,0
ENSG00000181215,0,0,2,0,0,0
ENSG00000181218,0,0,0,0,1,0
ENSG00000181220,1009,904,920,1366,1259,2468
ENSG00000181222,6214,6752,5695,6256,5816,8850
ENSG00000181234,52,60,70,21,17,18
ENSG00000181240,68,72,50,46,42,61
ENSG00000181264,1089,1110,998,1242,1076,1265
ENSG00000181273,0,0,0,0,0,0
ENSG00000181274,351,361,358,284,266,434
ENSG00000181284,28,21,34,61,29,34
ENSG00000181291,18,23,30,75,44,61
ENSG00000181315,1160,1400,1219,1007,1070,1115
ENSG00000181322,39,17,13,32,16,28
ENSG00000181323,4,5,6,12,8,8
ENSG00000181333,25,34,30,23,7,8
ENSG00000181350,117,107,175,165,163,176
ENSG00000181371,4,0,4,11,2,10
ENSG00000181374,0,0,0,0,0,0
ENSG00000181378,30,20,35,34,18,34
ENSG00000181381,850,957,805,779,593,656
ENSG00000181392,66,57,65,57,73,82
ENSG00000181396,2969,2838,2962,4250,3814,5680
ENSG00000181404,78,96,84,111,112,128
ENSG00000181408,1,1,2,3,0,7
ENSG00000181409,195,175,197,397,315,468
ENSG00000181418,37,39,57,39,42,128
ENSG00000181433,442,496,427,674,633,469
ENSG00000181444,1249,1055,1268,446,375,272
ENSG00000181449,70,44,156,168,105,234
ENSG00000181450,133,168,181,367,306,342
ENSG00000181458,1358,1547,1129,441,449,501
ENSG00000181467,1641,1758,1776,1218,1107,1637
ENSG00000181472,803,898,805,1039,946,1389
ENSG00000181481,348,343,346,487,390,671
ENSG00000181499,0,0,0,0,0,0
ENSG00000181513,655,586,631,517,469,532
ENSG00000181518,0,0,0,0,0,0
ENSG00000181523,5123,5069,4274,4418,4124,7062
ENSG00000181541,3,2,1,1,0,3
ENSG00000181544,50,45,65,256,262,336
ENSG00000181552,0,0,0,0,0,0
ENSG00000181555,4703,5500,4231,4465,4123,4466
ENSG00000181562,0,0,0,0,0,0
ENSG00000181577,18,20,32,91,67,97
ENSG00000181585,14,14,15,9,11,22
ENSG00000181588,3499,2570,3859,4520,3570,6169
ENSG00000181609,0,0,0,3,2,2
ENSG00000181610,2394,2277,2428,3072,2922,4053
ENSG00000181616,1,0,0,1,1,0
ENSG00000181617,1,0,0,0,0,0
ENSG00000181619,184,217,158,285,238,413
ENSG00000181625,1,0,2,1,0,0
ENSG00000181626,2,2,4,0,2,4
ENSG00000181631,0,0,0,0,0,0
ENSG00000181634,122,155,85,133,108,22
ENSG00000181638,974,876,994,1042,941,1671
ENSG00000181649,1026,874,792,1223,1120,2326
ENSG00000181652,1567,1612,929,594,544,1806
ENSG00000181656,0,0,1,0,0,0
ENSG00000181666,932,910,910,1129,1032,1468
ENSG00000181690,545,664,440,535,472,409
ENSG00000181693,0,0,0,0,0,0
ENSG00000181698,0,0,0,0,0,0
ENSG00000181704,1549,1595,1567,2378,2173,2568
ENSG00000181718,0,0,0,0,0,0
ENSG00000181722,496,458,423,211,200,226
ENSG00000181733,0,0,0,0,0,0
ENSG00000181744,391,418,393,238,218,199
ENSG00000181751,288,330,373,553,557,705
ENSG00000181752,0,0,0,0,0,0
ENSG00000181754,266,282,285,626,530,615
ENSG00000181761,0,0,0,0,0,0
ENSG00000181767,0,0,0,0,0,0
ENSG00000181773,181,180,177,379,374,723
ENSG00000181778,0,5,2,1,0,1
ENSG00000181781,2,2,3,0,2,0
ENSG00000181785,0,0,0,0,0,0
ENSG00000181786,0,0,0,0,0,0
ENSG00000181788,679,565,728,1566,1201,2243
ENSG00000181789,3451,3603,3098,2714,2541,3348
ENSG00000181790,4109,3182,3601,5255,4563,8538
ENSG00000181803,0,0,0,0,0,0
ENSG00000181804,71,81,64,27,25,29
ENSG00000181817,540,508,507,652,626,996
ENSG00000181826,226,232,188,310,306,386
ENSG00000181827,3198,3823,2818,1318,1199,1274
ENSG00000181830,3193,2874,2857,2447,2136,4418
ENSG00000181847,1,2,1,3,2,6
ENSG00000181852,863,882,887,1601,1492,1687
ENSG00000181856,509,529,493,206,178,246
ENSG00000181867,0,0,0,0,0,0
ENSG00000181873,460,403,454,879,805,1274
ENSG00000181885,2,5,3,6,1,0
ENSG00000181894,184,192,199,172,122,172
ENSG00000181896,172,221,193,262,212,303
ENSG00000181903,0,0,1,0,1,0
ENSG00000181904,910,944,980,787,691,814
ENSG00000181915,1660,1695,1545,2159,1890,3263
ENSG00000181924,1078,1171,1076,1544,1473,2065
ENSG00000181927,0,0,0,0,0,0
ENSG00000181929,406,422,429,1290,1177,1690
ENSG00000181938,173,206,265,1064,1032,1168
ENSG00000181939,0,0,1,0,0,0
ENSG00000181958,0,0,0,0,0,0
ENSG00000181961,0,0,0,0,0,0
ENSG00000181963,0,0,0,0,1,0
ENSG00000181965,0,0,0,0,0,1
ENSG00000181982,200,148,202,288,221,367
ENSG00000181991,637,519,606,1055,1000,1354
ENSG00000182004,2342,2040,2611,4407,3692,6254
ENSG00000182010,170,170,336,947,858,838
ENSG00000182013,0,0,0,0,0,2
ENSG00000182022,1719,2059,1763,1094,989,1184
ENSG00000182035,1,0,0,1,0,0
ENSG00000182040,68,71,125,283,249,293
ENSG00000182050,29,32,36,20,19,22
ENSG00000182053,1,1,0,0,0,0
ENSG00000182054,420,384,621,878,718,1088
ENSG00000182070,0,0,0,0,0,0
ENSG00000182077,0,0,0,0,0,0
ENSG00000182083,0,0,2,0,1,0
ENSG00000182087,6057,5252,5186,5755,5153,9048
ENSG00000182093,308,291,320,343,291,385
ENSG00000182095,8768,7383,9393,9787,8272,11477
ENSG00000182103,82,63,130,306,260,501
ENSG00000182107,0,0,0,0,0,0
ENSG00000182108,3,8,3,8,4,16
ENSG00000182111,21,26,26,21,24,11
ENSG00000182117,2828,2673,2705,3606,3266,4994
ENSG00000182118,0,0,0,0,4,0
ENSG00000182132,90,76,90,190,139,253
ENSG00000182134,363,417,332,622,605,763
ENSG00000182141,63,83,88,70,49,44
ENSG00000182149,6320,7174,5888,6978,6520,8123
ENSG00000182150,1098,1333,1048,1017,994,1141
ENSG00000182154,2543,2265,2290,2860,2445,4295
ENSG00000182156,2,0,0,0,0,0
ENSG00000182158,458,516,517,792,767,617
ENSG00000182162,1,4,3,2,2,0
ENSG00000182168,206,194,168,169,149,166
ENSG00000182170,0,2,1,0,0,0
ENSG00000182173,2806,2743,2745,4647,4073,6708
ENSG00000182175,982,872,989,740,674,598
ENSG00000182177,2,0,0,0,0,8
ENSG00000182179,29,35,48,111,98,68
ENSG00000182180,3358,3286,3439,5169,4619,6356
ENSG00000182183,1,0,0,0,0,0
ENSG00000182185,964,1112,823,559,614,918
ENSG00000182187,0,0,0,0,0,0
ENSG00000182195,791,721,850,1015,918,1588
ENSG00000182196,125,106,121,176,167,356
ENSG00000182197,7430,7310,7902,9057,7808,5566
ENSG00000182199,3846,3688,3692,12013,11206,15040
ENSG00000182208,889,858,874,873,754,1313
ENSG00000182218,3,1,2,4,7,1
ENSG00000182220,4632,5051,4799,2582,2469,3262
ENSG00000182223,4,11,12,22,15,38
ENSG00000182224,5,6,4,3,4,8
ENSG00000182230,110,121,116,152,145,131
ENSG00000182240,437,450,567,637,527,952
ENSG00000182247,1143,1196,1217,1082,1049,1424
ENSG00000182253,36,47,34,19,27,56
ENSG00000182255,11,5,11,12,10,14
ENSG00000182256,120,142,158,177,172,168
ENSG00000182257,8,6,8,11,9,21
ENSG00000182261,30,44,24,17,36,31
ENSG00000182263,1753,2096,1823,1755,1631,1055
ENSG00000182264,1,1,3,31,41,18
ENSG00000182271,0,0,0,0,0,0
ENSG00000182272,2272,1940,2253,2311,1980,3161
ENSG00000182287,798,935,855,1315,1277,1350
ENSG00000182307,2352,2432,2212,4264,4121,5654
ENSG00000182308,40,54,31,31,19,52
ENSG00000182310,652,647,604,469,455,413
ENSG00000182315,0,0,0,1,0,0
ENSG00000182318,205,182,197,203,218,271
ENSG00000182324,99,108,63,71,78,194
ENSG00000182325,2519,2266,2121,3242,2815,5849
ENSG00000182326,359,441,314,87,82,83
ENSG00000182327,11,13,16,43,39,46
ENSG00000182329,10,1,1,3,3,5
ENSG00000182330,0,0,1,0,0,0
ENSG00000182333,0,0,0,0,0,0
ENSG00000182334,0,0,0,0,0,0
ENSG00000182346,0,0,0,0,0,0
ENSG00000182348,3,0,0,3,0,1
ENSG00000182359,101,95,127,73,70,75
ENSG00000182362,99,103,106,83,83,102
ENSG00000182372,808,925,769,482,435,674
ENSG00000182378,279,269,548,736,715,673
ENSG00000182379,286,240,391,1088,898,1259
ENSG00000182389,312,332,300,356,376,409
ENSG00000182393,0,0,0,0,0,0
ENSG00000182400,394,464,437,643,557,702
ENSG00000182405,182,213,163,268,286,333
ENSG00000182415,0,0,0,0,0,0
ENSG00000182446,9158,9111,8280,8618,7801,13150
ENSG00000182447,0,0,0,1,0,0
ENSG00000182450,3,5,9,4,2,7
ENSG00000182459,1,3,2,5,10,8
ENSG00000182463,210,205,244,253,209,193
ENSG00000182472,19,13,16,10,12,6
ENSG00000182473,7985,7496,7527,6260,5682,9673
ENSG00000182481,3798,3920,4635,13122,12482,15217
ENSG00000182489,19,17,20,46,49,37
ENSG00000182492,1,0,1,1,1,9
ENSG00000182504,385,466,405,533,500,527
ENSG00000182508,5,9,12,10,6,4
ENSG00000182511,642,617,671,1001,876,1179
ENSG00000182512,1723,1428,1681,2765,2393,3326
ENSG00000182518,217,212,294,437,370,489
ENSG00000182521,1,1,0,3,0,3
ENSG00000182533,0,2,1,4,3,4
ENSG00000182534,4613,4751,4340,3662,3402,4554
ENSG00000182541,1187,1351,1197,1564,1390,2028
ENSG00000182544,1247,1338,1196,1224,1123,1902
ENSG00000182545,337,298,291,413,379,547
ENSG00000182551,742,810,840,1429,1279,1609
ENSG00000182552,257,295,228,374,387,464
ENSG00000182557,6,3,4,23,17,47
ENSG00000182566,0,0,0,0,0,0
ENSG00000182568,1767,1798,1729,1429,1356,1357
ENSG00000182575,96,108,174,40,28,20
ENSG00000182578,106,111,103,113,132,284
ENSG00000182580,105,110,135,121,102,78
ENSG00000182583,21,21,19,10,12,13
ENSG00000182584,29,18,17,31,26,42
ENSG00000182585,6,6,5,1,2,1
ENSG00000182591,0,0,0,0,0,0
ENSG00000182600,164,156,172,118,125,241
ENSG00000182601,184,196,152,47,26,28
ENSG00000182606,3723,3738,3707,4161,3955,5578
ENSG00000182612,321,321,367,116,94,99
